placement_id,job_id,submission_id,client_id,consultant_id,market,start_date,gp,placement_type,fell_off
P00342,J01519,S004344,C055,U004,IT & Data,2024-10-24,7843.24,contract,false
P00343,J01523,S004353,C065,U004,IT & Data,2024-11-02,29566.01,perm,false
P00344,J01538,S004390,C009,U005,Engineering,2024-10-05,8384.65,contract,false
P00345,J01539,S004392,C019,U005,Engineering,2025-03-11,16227.58,contract,true
P00346,J01546,S004409,C023,U005,Engineering,2024-03-31,20753.62,perm,false
P00347,J01557,S004444,C022,U007,Engineering,2025-03-02,18897.06,perm,false
P00348,J01558,S004449,C002,U007,Engineering,2024-04-24,26079.01,perm,false
P00349,J01560,S004455,C026,U007,Engineering,2024-07-27,12649.31,contract,false
P00350,J01561,S004456,C046,U007,Engineering,2025-01-19,13801.99,perm,false
P00351,J01565,S004470,C009,U007,Engineering,2024-12-15,22742.86,perm,false
P00352,J01569,S004485,C016,U007,Engineering,2025-01-05,12373.71,perm,false
P00353,J01581,S004519,C019,U007,Engineering,2024-12-18,14165.90,perm,false
P00354,J01584,S004524,C002,U007,Engineering,2025-01-14,20826.52,perm,false
P00355,J01590,S004537,C010,U007,Engineering,2024-03-19,19651.13,perm,false
P00356,J01593,S004548,C022,U008,Engineering,2025-01-27,17830.90,contract,false
P00357,J01600,S004566,C002,U008,Engineering,2024-12-31,13720.64,contract,false
P00358,J01606,S004580,C016,U008,Engineering,2024-12-21,22702.65,perm,false
P00359,J01609,S004592,C002,U008,Engineering,2025-03-07,27454.40,perm,true
P00360,J01622,S004633,C002,U009,Engineering,2024-12-23,9733.68,contract,false
P00361,J01623,S004635,C010,U009,Engineering,2024-04-22,16453.37,perm,false
P00362,J01626,S004643,C067,U009,Engineering,2024-10-30,22660.19,perm,false
P00363,J01632,S004662,C067,U009,Engineering,2025-01-24,15346.83,perm,true
P00364,J01635,S004678,C009,U009,Engineering,2024-07-08,15078.87,contract,false
P00365,J01636,S004682,C002,U009,Engineering,2025-05-08,17435.14,contract,false
P00366,J01643,S004699,C016,U009,Engineering,2024-06-19,16800.43,perm,false
P00367,J01645,S004702,C063,U009,Engineering,2024-05-25,22964.60,perm,false
P00368,J01646,S004706,C009,U009,Engineering,2025-02-23,15061.74,perm,false
P00369,J01648,S004711,C046,U009,Engineering,2024-11-11,6900.53,contract,false
P00370,J01650,S004718,C026,U009,Engineering,2024-07-12,16336.57,perm,false
P00371,J01653,S004728,C063,U009,Engineering,2024-07-08,10241.33,contract,false
P00372,J01665,S004754,C049,U012,IT & Data,2024-12-19,17337.20,perm,false
P00373,J01669,S004760,C049,U012,IT & Data,2024-05-20,27009.28,perm,false
P00374,J01670,S004764,C052,U012,IT & Data,2024-06-20,23922.94,perm,false
P00375,J01672,S004771,C065,U012,IT & Data,2025-03-07,18877.29,contract,false
P00376,J01673,S004776,C065,U012,IT & Data,2025-02-14,18720.89,perm,false
P00377,J01676,S004784,C006,U012,IT & Data,2024-09-17,21595.98,perm,false
P00378,J01689,S004822,C049,U012,IT & Data,2024-12-23,20265.59,perm,false
P00379,J01693,S004830,C045,U012,IT & Data,2025-01-07,16766.43,perm,false
P00380,J01695,S004836,C043,U012,IT & Data,2025-02-19,15518.59,perm,false
P00381,J01697,S004840,C028,U012,IT & Data,2024-08-25,19923.87,perm,false
P00382,J01698,S004846,C006,U012,IT & Data,2024-06-16,16094.76,perm,false
P00383,J01699,S004850,C058,U012,IT & Data,2024-09-11,21784.69,perm,false
P00384,J01701,S004854,C059,U012,IT & Data,2025-01-08,18536.70,perm,false
P00385,J01702,S004859,C065,U012,IT & Data,2024-11-05,23531.87,perm,false
P00387,J01709,S004881,C049,U013,IT & Data,2024-03-29,14962.21,contract,false
P00389,J01712,S004889,C054,U013,IT & Data,2025-02-21,13066.78,perm,false
P00390,J01718,S004905,C052,U013,IT & Data,2025-03-11,18424.81,perm,true
P00391,J01721,S004914,C005,U013,IT & Data,2024-12-02,18761.63,perm,false
P00392,J01727,S004934,C006,U013,IT & Data,2024-11-09,7077.79,contract,false
P00393,J01728,S004935,C055,U013,IT & Data,2024-07-26,31169.80,perm,false
P00394,J01732,S004944,C065,U013,IT & Data,2025-03-20,37722.12,perm,false
P00395,J01736,S004958,C065,U013,IT & Data,2024-12-20,32961.23,perm,false
P00396,J01737,S004959,C055,U013,IT & Data,2024-12-29,28168.05,perm,false
P00397,J01746,S004986,C032,U014,IT & Data,2025-01-04,15595.09,perm,false
P00398,J01747,S004991,C038,U014,IT & Data,2024-10-14,16414.93,perm,false
P00399,J01749,S005000,C054,U014,IT & Data,2024-09-27,14061.09,contract,false
P00400,J01754,S005014,C065,U014,IT & Data,2024-07-20,24037.69,perm,false
P00401,J01755,S005020,C005,U014,IT & Data,2025-04-10,14871.80,perm,false
P00402,J01758,S005028,C065,U014,IT & Data,2024-10-21,16636.61,perm,true
P00403,J01760,S005035,C058,U014,IT & Data,2024-11-04,20084.84,perm,false
P00404,J01761,S005039,C049,U014,IT & Data,2024-08-30,12349.70,contract,false
P00405,J01764,S005049,C054,U014,IT & Data,2025-03-24,25479.64,contract,false
P00407,J01767,S005054,C005,U014,IT & Data,2024-11-25,17028.74,perm,true
P00409,J01776,S005075,C032,U014,IT & Data,2024-08-14,16360.94,contract,false
P00410,J01779,S005083,C005,U014,IT & Data,2024-05-06,25370.61,perm,false
P00411,J01781,S005088,C028,U014,IT & Data,2024-07-30,26014.92,perm,false
P00412,J01789,S005106,C006,U014,IT & Data,2024-05-29,7359.98,contract,true
P00413,J01795,S005121,C028,U014,IT & Data,2024-11-23,14705.73,contract,false
P00414,J01796,S005124,C023,U015,Engineering,2025-03-31,11816.34,contract,false
P00415,J01797,S005127,C067,U015,Engineering,2024-12-14,11760.75,perm,false
P00416,J01805,S005154,C002,U015,Engineering,2024-12-31,21306.85,perm,false
P00417,J01812,S005175,C061,U015,Engineering,2025-01-02,13241.83,contract,false
P00418,J01814,S005184,C023,U015,Engineering,2024-08-23,12043.74,contract,false
P00419,J01821,S005201,C010,U015,Engineering,2024-07-02,9689.68,contract,false
P00420,J01827,S005221,C054,U016,IT & Data,2024-05-15,13878.23,contract,false
P00421,J01828,S005224,C052,U016,IT & Data,2024-04-19,21655.15,contract,false
P00422,J01830,S005230,C052,U016,IT & Data,2024-10-23,15839.82,perm,false
P00423,J01831,S005231,C054,U016,IT & Data,2024-07-24,12142.27,contract,false
P00425,J01834,S005239,C052,U016,IT & Data,2025-02-22,8074.96,contract,false
P00426,J01835,S005245,C001,U016,IT & Data,2024-05-20,29920.79,perm,false
P00427,J01842,S005261,C052,U016,IT & Data,2024-08-13,14424.62,perm,false
P00428,J01847,S005271,C055,U016,IT & Data,2025-04-09,10430.93,contract,false
P00430,J01855,S005299,C054,U016,IT & Data,2025-03-14,15254.30,contract,false
P00431,J01867,S005339,C049,U016,IT & Data,2024-12-24,17272.97,contract,false
P00432,J01871,S005355,C043,U018,IT & Data,2024-08-10,15770.90,contract,false
P00433,J01872,S005360,C058,U018,IT & Data,2024-12-29,21274.10,perm,false
P00435,J01882,S005388,C049,U018,IT & Data,2024-04-02,9186.03,perm,false
P00436,J01886,S005397,C045,U018,IT & Data,2024-09-26,21805.16,contract,true
P00437,J01887,S005401,C038,U018,IT & Data,2024-07-09,25261.79,perm,false
P00439,J01894,S005426,C052,U018,IT & Data,2025-01-12,16504.06,contract,false
P00440,J01895,S005428,C049,U018,IT & Data,2024-12-28,30219.41,perm,false
P00441,J01903,S005451,C052,U018,IT & Data,2024-07-17,12348.09,contract,false
P00442,J01904,S005454,C049,U018,IT & Data,2025-04-20,18737.31,perm,false
P00443,J01908,S005467,C043,U018,IT & Data,2024-05-21,15275.32,perm,false
P00444,J01912,S005479,C065,U018,IT & Data,2024-03-21,15571.57,perm,false
P00445,J01914,S005490,C052,U019,IT & Data,2024-07-12,24081.36,perm,false
P00446,J01916,S005495,C028,U019,IT & Data,2025-03-10,27726.58,perm,false
P00447,J01919,S005508,C005,U019,IT & Data,2024-12-14,15048.65,contract,false
P00448,J01922,S005516,C065,U019,IT & Data,2024-11-13,21685.89,perm,false
P00449,J01930,S005536,C045,U019,IT & Data,2025-04-04,14105.77,perm,false
P00450,J01932,S005541,C043,U019,IT & Data,2024-10-10,13773.25,perm,false
P00451,J01937,S005554,C045,U019,IT & Data,2024-12-09,21020.02,contract,false
P00452,J01939,S005563,C052,U019,IT & Data,2024-10-17,14634.76,perm,false
P00453,J01941,S005570,C032,U019,IT & Data,2024-10-18,15704.29,perm,false
P00454,J01949,S005594,C064,U020,Life Sciences,2025-01-21,41451.32,perm,false
P00455,J01952,S005603,C048,U020,Life Sciences,2024-09-24,35017.95,perm,false
P00456,J01963,S005640,C064,U020,Life Sciences,2024-07-24,21208.93,perm,false
P00457,J01966,S005651,C064,U020,Life Sciences,2024-06-02,5404.89,perm,false
P00458,J01968,S005655,C018,U021,Public Sector,2024-04-30,9405.53,perm,false
P00459,J01986,S005703,C005,U022,IT & Data,2024-09-15,15317.90,contract,true
P00460,J01989,S005713,C059,U022,IT & Data,2024-06-16,17684.99,perm,false
P00461,J01998,S005736,C055,U022,IT & Data,2024-06-21,15710.54,contract,false
P00462,J02003,S005749,C052,U001,IT & Data,2025-08-18,23126.50,perm,false
P00463,J02014,S005783,C049,U001,IT & Data,2025-10-17,16844.55,contract,false
P00464,J02015,S005786,C032,U001,IT & Data,2025-05-09,10225.33,contract,false
P00465,J02017,S005797,C043,U001,IT & Data,2025-06-30,17939.48,contract,false
P00466,J02020,S005805,C032,U001,IT & Data,2025-09-05,24417.19,perm,false
P00467,J02021,S005807,C052,U001,IT & Data,2025-07-21,34774.36,perm,false
P00468,J02022,S005811,C065,U001,IT & Data,2026-03-28,21741.77,perm,false
P00469,J02024,S005816,C054,U001,IT & Data,2026-03-28,28869.50,perm,false
P00470,J02035,S005853,C045,U001,IT & Data,2025-11-19,22472.87,perm,false
P00471,J02037,S005858,C049,U001,IT & Data,2025-09-07,19575.10,perm,false
P00472,J02043,S005873,C058,U001,IT & Data,2025-11-10,19740.20,perm,false
P00474,J02048,S005891,C058,U004,IT & Data,2025-06-21,29146.53,perm,false
P00475,J02052,S005900,C049,U004,IT & Data,2025-07-20,21644.65,contract,false
P00477,J02060,S005923,C038,U004,IT & Data,2025-08-17,21299.23,perm,false
P00478,J02071,S005955,C037,U004,IT & Data,2025-04-25,24909.22,contract,false
P00479,J02072,S005958,C038,U004,IT & Data,2026-01-25,24295.59,perm,false
P00480,J02073,S005962,C038,U004,IT & Data,2025-05-27,18638.88,contract,false
P00481,J02075,S005969,C055,U004,IT & Data,2026-03-28,18211.92,perm,false
P00482,J02077,S005975,C055,U004,IT & Data,2025-06-15,23865.26,contract,false
P00483,J02079,S005988,C037,U004,IT & Data,2026-02-10,31151.64,perm,false
P00484,J02080,S005990,C055,U004,IT & Data,2025-06-13,33375.67,perm,false
P00485,J02085,S006000,C058,U004,IT & Data,2025-07-23,21515.74,perm,false
P00486,J02092,S006018,C019,U005,Engineering,2025-11-15,16778.10,contract,false
P00487,J02094,S006023,C063,U005,Engineering,2025-06-12,17990.79,perm,false
P00488,J02096,S006033,C067,U005,Engineering,2025-12-17,15196.86,perm,false
P00489,J02098,S006037,C046,U005,Engineering,2025-11-22,27144.04,perm,false
P00490,J02102,S006046,C046,U005,Engineering,2026-02-17,24070.11,perm,false
P00491,J02106,S006065,C067,U005,Engineering,2025-12-22,14482.10,perm,false
P00492,J02116,S006087,C016,U007,Engineering,2026-04-13,17577.46,perm,false
P00493,J02119,S006099,C063,U007,Engineering,2025-09-25,21064.68,perm,false
P00494,J02126,S006119,C063,U007,Engineering,2025-05-24,13325.43,perm,false
P00495,J02129,S006127,C060,U007,Engineering,2026-02-07,17353.61,perm,false
P00496,J02130,S006130,C067,U007,Engineering,2025-11-24,19462.86,perm,false
P00497,J02132,S006136,C061,U007,Engineering,2025-12-11,15809.13,contract,false
P00498,J02134,S006141,C023,U007,Engineering,2025-09-14,9633.34,perm,false
P00499,J02135,S006145,C067,U007,Engineering,2025-06-30,15154.71,perm,false
P00500,J02147,S006179,C009,U008,Engineering,2025-10-31,12137.65,perm,false
P00501,J02152,S006195,C019,U008,Engineering,2025-06-14,13808.84,contract,false
P00502,J02153,S006197,C016,U008,Engineering,2025-10-20,12023.75,perm,false
P00503,J02157,S006207,C023,U008,Engineering,2025-07-31,15728.05,perm,false
P00504,J02160,S006215,C002,U008,Engineering,2025-10-24,13741.41,contract,false
P00505,J02165,S006233,C026,U008,Engineering,2026-01-19,14276.05,contract,false
P00506,J02167,S006235,C016,U008,Engineering,2025-05-21,18694.24,perm,true
P00507,J02187,S006292,C019,U009,Engineering,2025-12-24,13757.75,perm,false
P00508,J02188,S006293,C063,U009,Engineering,2025-05-28,28404.67,perm,false
P00509,J02209,S006360,C049,U012,IT & Data,2026-04-03,20034.40,perm,false
P00510,J02214,S006369,C052,U012,IT & Data,2025-11-01,16014.65,perm,false
P00511,J02221,S006388,C006,U013,IT & Data,2026-03-13,28791.95,perm,false
P00512,J02222,S006392,C040,U013,IT & Data,2025-12-30,24432.15,perm,false
P00513,J02223,S006397,C055,U013,IT & Data,2026-01-17,27364.21,perm,false
P00514,J02225,S006399,C032,U013,IT & Data,2025-09-04,16343.33,perm,false
P00515,J02231,S006413,C032,U013,IT & Data,2026-03-14,30930.42,perm,false
P00516,J02232,S006418,C059,U013,IT & Data,2025-08-29,22229.21,perm,false
P00517,J02234,S006425,C055,U013,IT & Data,2025-08-30,12687.49,contract,false
P00519,J02241,S006447,C038,U013,IT & Data,2025-12-19,22723.32,perm,false
P00520,J02244,S006455,C040,U013,IT & Data,2026-01-21,18345.93,perm,false
P00521,J02246,S006460,C052,U013,IT & Data,2026-01-17,15827.44,perm,false
P00522,J02251,S006481,C006,U013,IT & Data,2025-04-04,15293.86,contract,true
P00523,J02253,S006488,C045,U013,IT & Data,2026-01-08,18033.11,contract,false
P00524,J02255,S006493,C032,U013,IT & Data,2025-09-25,11083.73,perm,false
P00525,J02257,S006500,C038,U013,IT & Data,2025-05-30,9703.47,perm,false
P00526,J02265,S006520,C054,U013,IT & Data,2025-05-09,18810.88,contract,false
P00527,J02268,S006527,C045,U014,IT & Data,2025-10-27,30723.10,perm,false
P00528,J02270,S006534,C043,U014,IT & Data,2025-08-31,6416.23,contract,false
P00529,J02273,S006545,C052,U014,IT & Data,2025-06-08,8733.87,contract,false
P00530,J02280,S006564,C040,U014,IT & Data,2026-01-30,22167.47,perm,false
P00531,J02282,S006574,C054,U014,IT & Data,2025-10-25,22251.44,perm,false
P00532,J02286,S006591,C052,U014,IT & Data,2026-04-10,20677.77,perm,false
P00534,J02290,S006605,C058,U014,IT & Data,2025-07-16,21569.47,contract,false
P00535,J02294,S006624,C032,U014,IT & Data,2026-03-17,15812.20,perm,false
P00536,J02299,S006639,C028,U014,IT & Data,2026-03-05,10075.13,contract,false
P00537,J02310,S006675,C041,U015,Engineering,2026-02-28,24573.70,perm,false
P00538,J02321,S006706,C010,U015,Engineering,2025-12-11,18779.57,contract,false
P00539,J02334,S006734,C043,U016,IT & Data,2025-06-04,14639.49,contract,false
P00540,J02336,S006740,C055,U016,IT & Data,2025-11-12,21248.77,perm,false
P00541,J02338,S006744,C045,U016,IT & Data,2026-04-19,22599.43,contract,false
P00542,J02343,S006754,C052,U016,IT & Data,2026-03-04,28560.09,perm,false
P00543,J02344,S006758,C065,U016,IT & Data,2025-04-23,21281.91,perm,true
P00544,J02354,S006784,C045,U016,IT & Data,2025-04-15,29073.02,perm,false
P00545,J02355,S006787,C037,U016,IT & Data,2025-05-25,23199.63,perm,false
P00546,J02356,S006790,C058,U016,IT & Data,2025-06-22,27783.38,perm,false
P00547,J02362,S006803,C038,U016,IT & Data,2025-10-29,22528.25,perm,false
P00548,J02373,S006837,C065,U016,IT & Data,2026-03-10,16771.18,perm,false
P00549,J02375,S006843,C058,U016,IT & Data,2025-05-19,12613.99,perm,false
P00550,J02377,S006846,C049,U018,IT & Data,2025-12-14,24324.95,perm,false
P00551,J02379,S006850,C005,U018,IT & Data,2025-09-03,19654.41,contract,false
P00552,J02380,S006855,C049,U018,IT & Data,2025-06-06,28939.87,perm,false
P00554,J02384,S006871,C049,U018,IT & Data,2025-10-28,13787.29,contract,false
P00555,J02387,S006878,C038,U018,IT & Data,2026-01-26,19005.44,contract,false
P00556,J02391,S006890,C052,U018,IT & Data,2025-10-11,6772.13,perm,false
P00557,J02392,S006896,C059,U018,IT & Data,2025-09-24,13779.82,contract,false
P00558,J02402,S006924,C005,U018,IT & Data,2025-08-08,47440.87,perm,false
P00559,J02403,S006928,C040,U018,IT & Data,2025-06-07,16164.17,contract,false
P00560,J02406,S006934,C049,U018,IT & Data,2025-07-30,14931.55,perm,false
P00561,J02408,S006944,C055,U018,IT & Data,2025-05-31,38534.47,perm,false
P00562,J02409,S006946,C006,U018,IT & Data,2026-01-04,14421.98,contract,false
P00563,J02413,S006954,C001,U018,IT & Data,2026-02-10,11747.90,perm,false
P00564,J02414,S006956,C049,U018,IT & Data,2025-08-23,19992.42,perm,false
P00565,J02417,S006960,C065,U018,IT & Data,2025-08-17,22900.16,perm,false
P00566,J02425,S006980,C065,U019,IT & Data,2025-05-04,16588.44,perm,false
P00567,J02432,S007001,C001,U019,IT & Data,2025-07-15,14364.73,perm,false
P00568,J02434,S007009,C054,U019,IT & Data,2025-11-30,22749.91,contract,false
P00569,J02454,S007070,C054,U019,IT & Data,2025-04-21,24422.12,perm,false
P00570,J02456,S007078,C032,U019,IT & Data,2025-09-17,26113.02,perm,false
P00571,J02460,S007091,C028,U019,IT & Data,2025-05-06,28042.56,perm,false
P00572,J02461,S007094,C006,U019,IT & Data,2025-09-03,16534.14,contract,true
P00573,J02462,S007096,C006,U019,IT & Data,2025-07-14,25115.37,contract,false
P00574,J02464,S007104,C048,U020,Life Sciences,2025-06-13,27689.61,perm,false
P00575,J02466,S007112,C069,U020,Life Sciences,2025-12-27,31873.97,perm,false
P00576,J02467,S007114,C066,U020,Life Sciences,2025-08-20,33012.08,perm,false
P00577,J02478,S007146,C048,U020,Life Sciences,2026-01-29,19147.07,contract,false
P00578,J02484,S007158,C057,U020,Life Sciences,2026-01-04,17771.50,perm,false
P00579,J02486,S007163,C039,U020,Life Sciences,2025-06-22,22453.26,perm,true
P00580,J02490,S007174,C039,U020,Life Sciences,2026-02-24,18036.66,perm,false
P00581,J02500,S007198,C048,U020,Life Sciences,2025-08-03,28169.41,perm,false
P00582,J02507,S007212,C039,U020,Life Sciences,2025-12-31,23091.65,perm,false
P00583,J02510,S007219,C048,U020,Life Sciences,2025-12-02,18616.60,perm,false
P00584,J02511,S007224,C064,U020,Life Sciences,2025-09-03,20412.58,contract,false
P00585,J02512,S007227,C069,U020,Life Sciences,2025-12-18,29977.26,perm,false
P00586,J02520,S007252,C064,U020,Life Sciences,2025-06-25,42472.37,perm,false
P00587,J02528,S007268,C034,U020,Life Sciences,2025-05-17,16692.47,contract,false
P00588,J02532,S007284,C018,U021,Public Sector,2025-09-04,9489.04,perm,false
P00589,J02538,S007300,C043,U022,IT & Data,2025-11-13,22677.96,perm,false
P00590,J02539,S007305,C001,U022,IT & Data,2025-10-25,30247.76,perm,false
P00591,J02543,S007316,C054,U022,IT & Data,2026-03-07,21295.44,perm,false
P00592,J02544,S007320,C065,U022,IT & Data,2025-08-22,18291.97,perm,false
P00593,J02546,S007329,C040,U022,IT & Data,2025-09-03,14730.66,perm,false
P00594,J02547,S007336,C065,U022,IT & Data,2026-01-09,19066.83,perm,false
P00595,J02551,S007345,C006,U022,IT & Data,2026-02-26,24557.76,perm,false
P00596,J02559,S007370,C045,U022,IT & Data,2026-01-17,16613.64,perm,false
P00597,J02560,S007373,C013,U022,IT & Data,2025-05-30,12656.10,perm,false
P00598,J02562,S007378,C065,U022,IT & Data,2025-06-10,18590.74,perm,false
